Meta-Llama-3-8B-Instruct,17.33170687150097,11.539544343948364,30.17
Meta-Llama-3-8B-Instruct,32.233241706315205,6.204774618148804,30.17
Meta-Llama-3-8B-Instruct,32.383980387570475,6.175893068313599,30.17
Meta-Llama-3-8B-Instruct,32.276705672169854,6.1964192390441895,30.17
Meta-Llama-3-8B-Instruct,32.391228019300655,6.174511194229126,30.17
Mistral-7B-Instruct-v0.2,31.59353739792822,6.330408573150635,27.99
Mistral-7B-Instruct-v0.2,37.480834241094925,5.336060523986816,27.99
Mistral-7B-Instruct-v0.2,36.97598071041015,5.408916711807251,27.99
Mistral-7B-Instruct-v0.2,37.58903279199281,5.3207008838653564,27.99
Mistral-7B-Instruct-v0.2,37.623021682888364,5.31589412689209,27.99
Llama-2-7b-chat-hf,1.0384293317643805,192.59856581687927,16.45
Llama-2-7b-chat-hf,1.0845374394699243,184.41041564941406,16.45
Llama-2-7b-chat-hf,1.0775815480890225,185.60080242156982,16.45
Llama-2-7b-chat-hf,1.0921515442238137,183.1247696876526,16.45
Llama-2-7b-chat-hf,1.1061925666586243,180.80034708976746,16.45
Meta-Llama-3-8B-Instruct-HF-AWQ-4bit,2.357187177849145,84.84688949584961,21.91
Meta-Llama-3-8B-Instruct-HF-AWQ-4bit,2.457911413055487,81.36989760398865,21.91
Meta-Llama-3-8B-Instruct-HF-AWQ-4bit,2.486811899394559,80.42425727844238,21.91
Meta-Llama-3-8B-Instruct-HF-AWQ-4bit,2.470422937735241,80.95779752731323,21.91
Meta-Llama-3-8B-Instruct-HF-AWQ-4bit,2.4720039615206306,80.90601921081543,21.91
Mistral-7B-Instruct-v0.3-AWQ-4bit,2.417654148779446,82.7248182296753,4.39
Mistral-7B-Instruct-v0.3-AWQ-4bit,2.481505691708269,80.59622859954834,4.39
Mistral-7B-Instruct-v0.3-AWQ-4bit,2.512853807417723,79.59078216552734,4.39
Mistral-7B-Instruct-v0.3-AWQ-4bit,2.502078971634891,79.93352818489075,4.39
Mistral-7B-Instruct-v0.3-AWQ-4bit,2.503606888979102,79.88474583625793,4.39
Llama-2-7b-chat-HF-AWQ-4bit,2.5915195142660594,77.17479991912842,3.74
Llama-2-7b-chat-HF-AWQ-4bit,2.7309058342791843,73.23577308654785,3.74
Llama-2-7b-chat-HF-AWQ-4bit,2.740881088232592,72.96923637390137,3.74
Llama-2-7b-chat-HF-AWQ-4bit,2.769967842707629,53.0692081451416,3.74
Llama-2-7b-chat-HF-AWQ-4bit,2.7307916057162056,73.23883652687073,3.74
Meta-Llama-3-8B_pruned_llm-shortened,3.0003796843350066,66.65823030471802,10.84
Meta-Llama-3-8B_pruned_llm-shortened,3.419544922213804,58.48731470108032,10.84
Meta-Llama-3-8B_pruned_llm-shortened,3.1387908954661126,63.71880340576172,10.84
Meta-Llama-3-8B_pruned_llm-shortened,3.4815414274854084,57.44581937789917,10.84
Meta-Llama-3-8B_pruned_llm-shortened,3.4731425265522335,57.5847373008728,10.84
Mistral-7B-Instruct-v0.2_qlora,13.871320319379711,14.418238162994385,27.99
Mistral-7B-Instruct-v0.2_qlora,37.2425299465865,5.370204448699951,27.99
Mistral-7B-Instruct-v0.2_qlora,37.38305662235764,5.350017309188843,27.99
Mistral-7B-Instruct-v0.2_qlora,38.269968948663006,2.978837013244629,27.99
Mistral-7B-Instruct-v0.2_qlora,37.17512566967323,5.379941463470459,27.99
Meta-Llama-3-8B_pruned_llm-shortened,33.551000403678714,5.961074113845825,25.25
Meta-Llama-3-8B_pruned_llm-shortened,39.358316389401764,5.081518173217773,25.25
Meta-Llama-3-8B_pruned_llm-shortened,39.66680970839584,5.041998624801636,25.25
Meta-Llama-3-8B_pruned_llm-shortened,39.501540627365955,5.063093662261963,25.25
Meta-Llama-3-8B_pruned_llm-shortened,39.57508646751386,5.05368447303772,25.25
Llama-2-7b-hf_pruned_llm-shortened,18.498354718392445,10.811772346496582,20.69
Llama-2-7b-hf_pruned_llm-shortened,44.54047338079265,4.49029803276062,20.69
Llama-2-7b-hf_pruned_llm-shortened,44.897927507091595,4.454548597335815,20.69
Llama-2-7b-hf_pruned_llm-shortened,44.614960852252054,4.482801198959351,20.69
Llama-2-7b-hf_pruned_llm-shortened,44.71820245429058,4.472451686859131,20.69
Mistral-7B-Instruct_pruned_llm-shortened,36.920957246843386,5.416977643966675,20.69
Mistral-7B-Instruct_pruned_llm-shortened,44.01499990476701,4.54390549659729,20.69
Mistral-7B-Instruct_pruned_llm-shortened,44.29008919518946,4.515682935714722,20.69
Mistral-7B-Instruct_pruned_llm-shortened,41.97586092565777,4.76464319229126,20.69
Mistral-7B-Instruct_pruned_llm-shortened,44.60013781017924,4.484291076660156,20.69
Mistral-7B-Instruct_pruned_llm-shortened,20.32941196542496,9.837962865829468,22.92
Mistral-7B-Instruct_pruned_llm-shortened,44.855021251386844,4.4588096141815186,22.92
Mistral-7B-Instruct_pruned_llm-shortened,45.770269868425466,4.369648694992065,22.92
Mistral-7B-Instruct_pruned_llm-shortened,45.564982209869655,4.389335632324219,22.92
Mistral-7B-Instruct_pruned_llm-shortened,44.71692236392512,4.472579717636108,22.92
Meta-Llama-3-8B-Instruct_qlora,25.967702766266907,7.7018749713897705,30.17
Meta-Llama-3-8B-Instruct_qlora,31.021343267332824,6.447174072265625,30.17
Meta-Llama-3-8B-Instruct_qlora,31.653606349672813,6.318395376205444,30.17
Meta-Llama-3-8B-Instruct_qlora,30.716456283833757,6.511167764663696,30.17
Meta-Llama-3-8B-Instruct_qlora,30.877182650254014,6.4772748947143555,30.17
Mistral-7B-Instruct-v0.2_qlora,1.1362703624433375,176.01444745063782,21.0
Mistral-7B-Instruct-v0.2_qlora,1.1977803511784235,166.97552251815796,21.0
Mistral-7B-Instruct-v0.2_qlora,19.495026177170914,10.259027004241943,27.99
Mistral-7B-Instruct-v0.2_qlora,38.526321610110834,5.191256046295166,27.99
Mistral-7B-Instruct-v0.2_qlora,38.810183057621956,5.153286695480347,27.99
Mistral-7B-Instruct-v0.2_qlora,39.97982039833442,2.851438522338867,27.99
Mistral-7B-Instruct-v0.2_qlora,38.81044700768528,5.153251647949219,27.99
Meta-Llama-3-8B_prune_lora,10.70599243508246,18.681126594543457,25.25
Meta-Llama-3-8B_prune_lora,21.970250225841365,9.103219032287598,25.25
Meta-Llama-3-8B_prune_lora,22.245053777789188,8.990762710571289,25.25
Meta-Llama-3-8B_prune_lora,24.099309821257346,3.8590316772460938,25.25
Meta-Llama-3-8B_prune_lora,22.21325365175389,9.003633737564087,25.25
Llama-2-7b-hf_prune_lora,21.0949078073742,9.480961084365845,20.69
Llama-2-7b-hf_prune_lora,24.686362747223523,8.101639032363892,20.69
Llama-2-7b-hf_prune_lora,24.85619387279375,8.046284198760986,20.69
Llama-2-7b-hf_prune_lora,24.684733755717758,5.914586782455444,20.69
Llama-2-7b-hf_prune_lora,24.5443437887839,8.14851689338684,20.69
Mistral-7B-Instruct_prune_lora,20.07997993488028,9.960169315338135,22.92
Mistral-7B-Instruct_prune_lora,23.415014959625147,8.54152774810791,22.92
Mistral-7B-Instruct_prune_lora,23.890804948136815,8.371421575546265,22.92
Mistral-7B-Instruct_prune_lora,23.53744480007858,6.670222759246826,22.92
Mistral-7B-Instruct_prune_lora,25.36472652815788,4.179031848907471,22.92
Mistral-7B-Instruct_prune_lora,20.03480951090569,9.982625484466553,22.92
Mistral-7B-Instruct_prune_lora,42.65738266294277,4.688520193099976,22.92
Mistral-7B-Instruct_prune_lora,43.31733441512101,4.61708927154541,22.92
Mistral-7B-Instruct_prune_lora,44.125959655888856,3.5579962730407715,22.92
Mistral-7B-Instruct_prune_lora,45.41274045540397,2.334146738052368,22.92
Meta-Llama-3-8B_ms-marco,25.575575668658466,7.819960832595825,30.17
Meta-Llama-3-8B_ms-marco,31.806605587850243,6.288002014160156,30.17
Meta-Llama-3-8B_ms-marco,32.06638131388705,6.2370617389678955,30.17
Meta-Llama-3-8B_ms-marco,31.757878642663368,6.29764986038208,30.17
Meta-Llama-3-8B_ms-marco,31.96272291840422,6.257289171218872,30.17
Mistral-7B-Instruct_prune_lora_awq,2.9026202124139084,68.90326166152954,3.65
Mistral-7B-Instruct_prune_lora_awq,3.0478611702050626,65.61978673934937,3.65
Mistral-7B-Instruct_prune_lora_awq,3.083268306865141,64.86623287200928,3.65
Mistral-7B-Instruct_prune_lora_awq,3.068437948820943,65.17974400520325,3.65
Mistral-7B-Instruct_prune_lora_awq,3.072058666120328,65.10292339324951,3.65
Mistral-7B-Instruct_prune_lora_awq,2.673348976815264,74.81252980232239,3.65
Mistral-7B-Instruct_prune_lora_awq,3.097978716356849,43.57680034637451,3.65
Mistral-7B-Instruct_prune_lora_awq,3.0871269332784608,64.78515601158142,3.65
Mistral-7B-Instruct_prune_lora_awq,3.071416592066884,65.11653304100037,3.65
Mistral-7B-Instruct_prune_lora_awq,3.069129790432008,65.16505122184753,3.65
Mistral-7B-Instruct_prune_lora_awq,2.5801403386345614,77.51516342163086,3.65
Mistral-7B-Instruct_prune_lora_awq,2.9891905476700997,66.90774536132812,3.65
Mistral-7B-Instruct_prune_lora_awq,3.0286884136271555,66.03518509864807,3.65
Mistral-7B-Instruct_prune_lora_awq,3.0687025838735975,42.037309408187866,3.65
Mistral-7B-Instruct_prune_lora_awq,3.015589117038786,66.32203269004822,3.65
Meta-Llama-3-8B_prune_lora_awq,2.8160742098462204,71.02085566520691,4.81
Meta-Llama-3-8B_prune_lora_awq,2.9484952265308135,67.83121037483215,4.81
Meta-Llama-3-8B_prune_lora_awq,2.9850275281220773,67.00105714797974,4.81
Meta-Llama-3-8B_prune_lora_awq,2.994435686557167,66.7905478477478,4.81
Meta-Llama-3-8B_prune_lora_awq,3.0381647946226495,65.82921385765076,4.81
Llama-2-7b-chat-hf_prune_lora_awq,3.1914819509381283,62.66681218147278,3.13
Llama-2-7b-chat-hf_prune_lora_awq,3.3487477940305626,59.723816871643066,3.13
Llama-2-7b-chat-hf_prune_lora_awq,3.4837896382184175,33.29707360267639,3.13
Llama-2-7b-chat-hf_prune_lora_awq,3.4295234987689414,36.739797830581665,3.13
Llama-2-7b-chat-hf_prune_lora_awq,3.347256333181027,59.750428438186646,3.13
